,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2023-10-02,AAPL,172.06463623046875,172.6093042881744,169.2719827950215,169.55917827580257,52164500.0,0.0,-2.5587557901488083,183.36735865961546,165.64805576909546,45.24315276507724,-87.97727341972704,26.128937866614045,176.36617126464844,180.80458297729493,17.610000610351562,34.48045468181478
0,2023-10-02,AMGN,252.19830322265625,254.26277867949256,250.37058033381842,253.5241118233557,1912300.0,0.0,3.8671640077854192,261.1516929237938,237.53632587503432,59.42545484408946,72.22897745346056,31.54291500107736,247.53963826497395,237.41281407674154,17.610000610351562,34.48045468181478
0,2023-10-02,AXP,145.90786743164062,146.31782889074918,144.53157356682945,144.87320066901196,2657600.0,0.0,-3.0525552697850173,160.81741161257162,143.76183033078775,37.44554489296737,-174.7328197905396,36.52666837790386,153.3483673095703,158.81942647298177,17.610000610351562,34.48045468181478
0,2023-10-02,BA,187.8300018310547,192.44000244140625,186.92999267578125,191.47000122070312,5244700.0,0.0,-8.257768538347506,223.25001179407815,185.20098613072656,32.81460229078958,-138.6254382277509,66.41739042703753,211.38966623942056,218.71199951171874,17.610000610351562,34.48045468181478
0,2023-10-02,CAT,262.8510437011719,267.77490224614144,261.4193403642888,263.74102783414946,1778200.0,0.0,-0.8788489555279853,277.1010924869951,259.9287659114423,51.34680243807819,-69.19702826507574,1.0385670251780785,268.0834899902344,264.0218546549479,17.610000610351562,34.48045468181478
0,2023-10-02,CRM,201.94049072265625,203.3283236476332,198.77819806548263,199.055764650478,3745700.0,0.0,-3.4530672886451725,227.57017790627066,195.4015109365028,43.34329130375656,-104.50665103691365,28.000178091721512,211.09658864339193,214.29671401977538,17.610000610351562,34.48045468181478
0,2023-10-02,CSCO,51.290794372558594,51.300226575508404,50.74384531340596,50.77213472759259,13934000.0,0.0,-0.3975112149842701,55.03396694458051,49.22430064880328,51.538795579109696,-82.95822819062019,16.69295210102634,52.43687235514323,51.049849383036296,17.610000610351562,34.48045468181478
0,2023-10-02,CVX,154.39146423339844,156.27339561558577,153.17702656456788,156.06016315251034,6839600.0,0.0,1.7108321092657661,158.01295258071656,151.9306463572717,54.654732518881936,38.27985183851713,0.7767075467256284,152.8024927775065,149.55349146525066,17.610000610351562,34.48045468181478
0,2023-10-02,DIS,80.33082580566406,80.42918456880297,79.4652581840321,79.5931238256834,9128100.0,0.0,-1.0518735545035298,83.98684350603658,77.45874365216655,43.78102903292301,-61.14867729761336,13.137772436592321,81.40492197672526,83.68081347147624,17.610000610351562,34.48045468181478
0,2023-10-02,GS,305.3903503417969,310.26124164175235,304.0479810277506,308.77505226931834,1303800.0,0.0,-1.9679933764018074,331.8439611559824,300.21523989382223,44.08492590420775,-85.54107403685855,22.319527152985316,313.81903076171875,319.4455922444661,17.610000610351562,34.48045468181478
0,2023-10-02,HD,287.0921936035156,290.55842829293795,285.7804005173205,287.75288240505864,2806800.0,0.0,-6.093573412176681,323.93287447127943,280.64505216446275,38.87866272693318,-138.85249598249078,51.50346343015261,305.41468505859376,307.33996022542317,17.610000610351562,34.48045468181478
0,2023-10-02,HON,174.9901885986328,177.10797782360007,173.51445498776653,176.3221871448985,2700800.0,0.0,-1.012975549988596,188.80593634355253,173.42210320722873,40.48395473601525,-145.55742617899958,32.67346652988932,180.59607340494793,184.70692240397136,17.610000610351562,34.48045468181478
0,2023-10-02,IBM,131.70179748535156,132.30979011792297,130.82253606141316,130.99089798201535,3275300.0,0.0,-0.5597003904515248,141.42135269391895,131.45393722307324,47.91682437032478,-157.3777429879086,20.916724849343392,136.17418365478517,133.09843266805012,17.610000610351562,34.48045468181478
0,2023-10-02,INTC,34.87668228149414,35.388128734395956,34.40457872926451,35.024216283042065,26086200.0,0.0,-0.12327852424957086,39.37623351807195,32.35997215514582,51.801911727895124,-6.5499544132256675,2.936014452294716,35.06093660990397,34.38642667134603,17.610000610351562,34.48045468181478
0,2023-10-02,JNJ,146.75123596191406,147.0066240525193,145.02031232776383,147.0066240525193,7259700.0,0.0,-2.0673988060181046,156.80794014344087,146.6838277398599,39.383125524209184,-201.6846529117508,49.67319574242909,152.8382339477539,155.47685674031575,17.610000610351562,34.48045468181478
0,2023-10-02,JPM,137.1625213623047,138.9274890274582,136.07491486589436,138.17380280804403,9170600.0,0.0,-0.8394719135690139,143.11829217393375,136.0093613294842,44.933911220489016,-137.75387375619948,16.56187640979247,139.9540267944336,143.24737574259441,17.610000610351562,34.48045468181478
0,2023-10-02,KO,52.644920349121094,53.14783570152614,52.26536289023977,53.05294724174649,11792500.0,0.0,-0.9126825160143284,56.44384501614035,52.66661679111062,33.26877817249073,-178.2485983764979,51.932740010526615,55.259318288167314,56.45483169555664,17.610000610351562,34.48045468181478
0,2023-10-02,MCD,247.31402587890625,251.45912152654503,247.03575941611706,251.39194871105116,4425000.0,0.0,-5.1813399570888805,276.98132286565817,249.00259284479105,30.989229844041432,-226.39996444761059,58.77472937618863,265.2233301798503,271.67248916625977,17.610000610351562,34.48045468181478
0,2023-10-02,MMM,71.0776596069336,73.13388500899825,70.36073579298598,72.99207313805053,9823466.0,0.0,-2.3130998418025825,87.51454960740429,69.96476481520313,35.643513252907184,-161.60491011064903,52.50360858454738,79.34641545613607,80.37670415242513,17.610000610351562,34.48045468181478
0,2023-10-02,MRK,97.28475952148438,97.55038227233361,96.14636699797418,97.55038227233361,7079700.0,0.0,-1.0582176579081306,104.2334184526048,97.6016843916335,41.16129464949044,-237.2111643230038,46.69488451454059,101.69438298543294,101.34414583841959,17.610000610351562,34.48045468181478
0,2023-10-02,MSFT,317.5436096191406,317.63244570904936,311.0111757318988,312.0966322948684,20570000.0,0.0,-3.461115739267939,339.05712488966094,303.72501927537814,48.30759744121753,-65.45498323211393,12.178901712090418,321.2141103108724,325.0746383666992,17.610000610351562,34.48045468181478
0,2023-10-02,NKE,91.57817840576172,93.3407869194492,90.7743569269352,93.16646267573012,12776300.0,0.0,-2.5108766234975946,98.30762940545442,85.2535438428366,40.908077727900746,-41.71526269500967,6.193058326957079,93.6011573791504,99.0289520263672,17.610000610351562,34.48045468181478
0,2023-10-02,PG,138.11026000976562,138.50027110851008,136.88315475073873,137.72024891102117,5153800.0,0.0,-1.751234700077788,149.77432683122495,138.33284327375551,38.52121629943602,-255.69338188695446,48.93999963029169,144.6588882446289,145.14526138305663,17.610000610351562,34.48045468181478
0,2023-10-02,TRV,157.20643615722656,158.16553415734268,156.0148071530749,158.0008407106828,1120800.0,0.0,0.4930522293026911,166.0664342541919,153.02584327266356,44.381430396766525,-23.419627740492274,14.925879258742869,158.12578379313152,160.68517506917317,17.610000610351562,34.48045468181478
0,2023-10-02,UNH,499.2226257324219,499.48459175739606,488.1335399433417,490.4522412595548,3550400.0,0.0,5.586199026138331,502.97857283814716,451.82495194212623,58.55092597768188,151.7139118573899,25.709237501605553,475.6364756266276,477.9256083170573,17.610000610351562,34.48045468181478
0,2023-10-02,V,227.86331176757812,227.96182971026383,225.400137690114,225.86321561939897,5175200.0,0.0,-3.16512997908103,250.08986059089426,222.64939722160574,43.273253134053384,-147.45317165607315,39.15821043220724,237.50351003011068,236.6549217224121,17.610000610351562,34.48045468181478
0,2023-10-02,VZ,27.744544982910156,28.3647796905152,27.7183373193662,28.338570360771005,24722600.0,0.0,-0.34749178607126296,30.354069775392777,27.98110592956328,38.18950664998342,-184.76167929489188,45.10803825228353,29.311726252237957,29.303136126200357,17.610000610351562,34.48045468181478
0,2023-10-02,WBA,20.245553970336914,20.25458430810917,19.775986740344532,20.083011335157952,12917400.0,0.0,-0.923337044982091,20.75212493442198,18.71226067043642,37.15521554838303,-35.09399854927159,26.754766293855774,20.834922472635906,23.56401030222575,17.610000610351562,34.48045468181478
0,2023-10-02,WMT,52.14739227294922,52.20276118619531,51.56435620000176,51.94870308601259,12992700.0,0.0,0.0725159101165076,54.071600921216096,52.0188573765134,50.88855129822609,-67.0367139397448,23.137879833708645,52.64258829752604,51.99347152709961,17.610000610351562,34.48045468181478
1,2023-10-03,AAPL,170.72772216796875,171.9458021063211,169.1630613901914,170.58908076573104,49594600.0,1.0,-2.4958103535529403,180.0447572992849,167.2574369145823,44.167928364415886,-96.72532692215778,26.465444731432374,176.25261637369792,180.54123458862304,19.780000686645508,35.76798027039653
1,2023-10-03,AMGN,247.1791229248047,251.92362401698767,245.91013282048004,250.0485624585695,2797900.0,1.0,3.154174206165834,260.7959284593458,238.55499622327136,55.10436653946226,10.95692940651545,12.218059587479582,247.54942321777344,238.01394755045573,19.780000686645508,35.76798027039653
1,2023-10-03,AXP,141.58372497558594,145.61501972068916,140.8614034863049,144.95127691498325,4184100.0,1.0,-3.4463399291101666,161.12193359087516,141.99803558637095,33.81403534072629,-200.94854548509926,47.84690767311107,152.83331095377605,158.3857114156087,19.780000686645508,35.76798027039653
1,2023-10-03,BA,188.9199981689453,192.49000549316406,188.1999969482422,188.6300048828125,7285500.0,1.0,-8.348106714082206,220.66712393246306,184.41887307681426,33.81687944511725,-124.80087643196696,66.14283701630531,210.11299947102864,218.30549952189128,19.780000686645508,35.76798027039653
1,2023-10-03,CAT,260.1908264160156,264.6503419491421,258.8075086690856,262.35770341940156,2187900.0,1.0,-1.257707327815183,277.0399600721033,258.7652218126623,49.73957619313571,-110.99813187336365,7.548705011456613,267.96160278320315,264.36665598551434,19.780000686645508,35.76798027039653
1,2023-10-03,CRM,198.0941925048828,201.80171070206788,195.70512317092468,200.98882631408426,4622400.0,1.0,-3.7944997198419514,227.48790320190992,193.61416588988695,40.87621635420418,-126.9177272677339,34.48136824663713,210.79258575439454,214.08225987752277,19.780000686645508,35.76798027039653
1,2023-10-03,CSCO,50.958351135253906,51.186308172827886,50.67339940331876,51.15781444895908,15700600.0,1.0,-0.3889502182592608,54.78694235038433,49.167435396197696,50.15238288708735,-86.02642943231766,17.857258304111934,52.3927853902181,51.091302426656085,19.780000686645508,35.76798027039653
1,2023-10-03,CVX,154.7530059814453,155.15164627013132,153.43659194697494,153.81668720821455,6168600.0,1.0,1.5301426434735106,158.0212090468805,151.96595983739687,55.08307977692365,31.993108731607908,0.7767075467256533,153.0055170694987,149.75679143269858,19.780000686645508,35.76798027039653
1,2023-10-03,DIS,78.23575592041016,80.54722065410974,78.15706590713962,79.91771555653094,12586200.0,1.0,-1.1320467878007179,84.07257706458385,77.21071608727162,40.479091698661705,-102.42654641837436,22.554872149454734,81.19705403645834,83.54048614501953,19.780000686645508,35.76798027039653
1,2023-10-03,GS,293.5198669433594,302.6863678454095,291.8610937658421,302.2932402409792,3118600.0,1.0,-3.403537725698527,333.8161411077717,296.5526241510173,39.07943731893476,-192.56204849728536,40.164516040275295,313.3946868896484,319.3220143636068,19.780000686645508,35.76798027039653
1,2023-10-03,HD,279.5373840332031,285.6271752670101,277.7468327595099,285.2537590073567,3609200.0,1.0,-6.8511282666081,323.74367893964154,277.4025063630928,34.9951316017369,-166.7935367529677,62.65371613944068,304.45513305664065,307.07869822184244,19.780000686645508,35.76798027039653
1,2023-10-03,HON,173.5814971923828,175.0955696464255,172.71905770611718,174.27145463022705,2490300.0,1.0,-1.4649580607021448,189.19033064635093,172.60073685853186,39.215696831914265,-169.15604870021966,35.30290505133334,180.41048787434895,184.30014623006184,19.780000686645508,35.76798027039653
1,2023-10-03,IBM,131.31829833984375,132.48752601730257,130.95349987538856,131.76727777160428,3284400.0,1.0,-0.7791081677301008,141.4474650553609,130.7038395711039,47.25507384044955,-153.02735904437966,19.306212513019133,136.1152547200521,133.2387710571289,19.780000686645508,35.76798027039653
1,2023-10-03,INTC,35.10289764404297,35.93891738317694,34.68980845092264,34.68980845092264,45292600.0,1.0,-0.09321235923351878,39.34040234980814,32.29548060002096,52.450190111543634,3.598323735823164,9.829911089790045,35.14453811645508,34.43670832316081,19.780000686645508,35.76798027039653
1,2023-10-03,JNJ,146.9309539794922,147.08229614035335,145.55944992454707,146.306678390527,5740800.0,1.0,-2.177723551696374,156.99105491091154,145.9956211144791,39.7137933381687,-173.9211524845125,48.96134058547723,152.4976048787435,155.4292449951172,19.780000686645508,35.76798027039653
1,2023-10-03,JPM,136.15121459960938,136.99076088584889,135.80775921421204,136.61868543146116,9431100.0,1.0,-1.0358079437406218,143.2921487266016,135.59794679341795,43.539382665898444,-174.26558522722837,17.999040533004358,139.73873138427734,143.20857823689778,19.780000686645508,35.76798027039653
1,2023-10-03,KO,52.07557678222656,52.59747049473148,51.98068471283146,52.34126733700819,13604200.0,1.0,-0.9902899947655897,56.53625747905902,52.2442703987486,31.417046047623515,-193.17272210125856,54.90139497153857,55.09881718953451,56.392154375712074,19.780000686645508,35.76798027039653
1,2023-10-03,MCD,244.18603515625,247.8417562129647,243.59112819645776,246.79589241344706,3408100.0,1.0,-5.882392443863921,277.9104627110893,245.70634179330523,29.323042091543385,-222.40895240097043,63.41339218660017,264.4540430704753,271.0579999287923,19.780000686645508,35.76798027039653
