date,ddpg,td3,ppo,sac,mean var,dji
2024-01-11,1169603.800214539,1133659.6756558726,1121355.421732704,1155150.2400381248,1109185.3982023285,1127946.1306998602
2024-01-12,1164603.1518228154,1127162.4845013926,1115129.197870277,1149937.1908952873,1099336.3427475332,1124415.552490274
2024-01-16,1154818.513898621,1116905.0863309214,1112023.4922612074,1139639.2968313377,1095643.9684782356,1117480.5799504565
2024-01-17,1148551.35476471,1114987.9747357676,1112390.7406911333,1137158.326862542,1095658.9714559736,1114655.5799329309
2024-01-18,1155840.2581613164,1124221.853535206,1116849.3973363587,1143904.8077261131,1103936.3052034345,1120695.5816247298
2024-01-19,1172343.0457131963,1131060.992901356,1129772.4720593966,1157569.820018975,1107384.1965732048,1132515.856523321
2024-01-22,1175142.5556161504,1137940.3918271372,1135885.7695330638,1162317.8464395683,1111661.6517783462,1136643.7050951882
2024-01-23,1168692.1682107549,1131085.132832081,1137491.965044111,1156821.181619851,1112158.7697966173,1133761.571821177
2024-01-24,1166297.1953866582,1130416.984432728,1138071.712435804,1155601.125728814,1106564.8708567668,1130798.7042317633
2024-01-25,1183010.4137704473,1127824.1145291636,1137412.1195620478,1159430.7394086998,1098035.6119146016,1138059.0676086214
2024-01-26,1185351.6854531865,1130111.6458707163,1149517.0409393364,1164055.142662255,1101563.2705739287,1139862.6792249226
2024-01-29,1199227.6403176885,1140367.5675244639,1156114.199277372,1171269.6992284935,1103646.9136753315,1146563.160055605
2024-01-30,1208217.16927887,1137479.4914288828,1160493.5103626763,1175014.1649191063,1100662.6022246522,1150566.927812773
2024-01-31,1187923.6125924687,1130923.8620648691,1146763.1601764103,1168447.0421106499,1094682.8034993391,1141085.1439746378
2024-02-01,1197366.2773263555,1140723.5523190806,1152337.9036557882,1178910.134334771,1106817.8885475053,1152138.150784595
2024-02-02,1203744.4017922978,1145810.668316395,1163822.2904073827,1185280.6339494865,1105696.0546903827,1156163.5333729486
2024-02-05,1203629.0619638066,1140802.328800709,1152957.8311366574,1175766.8600504082,1097295.3875898793,1147959.1276394338
2024-02-06,1207197.8364846807,1149016.4129910776,1157599.504740364,1179337.206781594,1104555.2565440414,1152183.600348548
2024-02-07,1215177.3828866582,1159289.101505787,1172714.3807699392,1184818.3934652489,1114512.4622444548,1156849.5997984796
2024-02-08,1214380.756665955,1159918.2291760752,1175946.977834049,1187290.10712835,1115177.3767298667,1158314.267494402
2024-02-09,1213794.5777261357,1158916.947498829,1182304.832198139,1185376.2337839287,1113697.0888141561,1156680.0694198275
2024-02-12,1218610.9773995976,1157748.643078358,1179182.3898113135,1190308.6585733574,1112387.3848895724,1160439.4143292075
2024-02-13,1200049.3943917851,1143600.173809559,1165737.815194126,1170852.4509031456,1101780.9410762691,1144747.6310729205
2024-02-14,1213833.3459603887,1149948.1783490488,1171192.7676598928,1175387.650331704,1101931.5724893813,1149279.6185695
2024-02-15,1227851.7086007695,1158774.134998829,1176555.479189121,1187594.301635949,1108213.7821420468,1159713.8570229157
2024-02-16,1219770.5006539922,1153754.0179562876,1172282.280724918,1182789.0971452873,1107064.2822528116,1155372.8978992489
2024-02-20,1213022.538648377,1147015.3984799692,1172413.4209926794,1178713.6133348625,1107683.6977512292,1153453.0335422454
2024-02-21,1215512.8614480596,1147784.5873990366,1171188.0794485318,1179822.664015023,1110223.4419572826,1154901.811416323
2024-02-22,1234549.2644631963,1164556.0637708018,1188083.280469461,1193653.3450014275,1124247.830273965,1168566.9413658564
2024-02-23,1236791.882322083,1165093.9605450938,1186608.0599979875,1195712.4292528313,1123373.492436909,1170433.9954326109
2024-02-26,1241869.9389016728,1164219.922878773,1183963.113347551,1194099.1791231316,1121181.497198933,1168570.5633105417
2024-02-27,1242462.7963388066,1162262.197498829,1181604.071360544,1191186.3898679893,1117198.1011951652,1165674.6432793415
2024-02-28,1244090.391660462,1160412.3580518076,1176454.5071747643,1193340.1119234245,1109234.9349864947,1164975.0237704723
2024-02-29,1255910.1335733037,1163769.835064442,1180540.984402601,1193703.134887902,1105175.5371946474,1166391.9051639352
2024-03-01,1262234.1372811894,1166238.9267010996,1178777.215546888,1195906.4827539604,1104033.041971852,1169113.3876656191
2024-03-04,1261268.2975137334,1158017.2605328867,1174679.9049834153,1194561.2106935661,1090073.7341505273,1166195.6191293828
2024-03-05,1242691.9167306523,1139401.061512501,1156740.6899094826,1182209.0340730827,1076869.6399569828,1154092.832545346
2024-03-06,1252467.297254334,1140317.7403989146,1157683.341273729,1184482.7333948296,1077309.0459598165,1156361.8056352318
2024-03-07,1258368.5144631963,1146160.0570798228,1170575.7301199166,1189429.5064260643,1078619.4220237152,1160259.1349534253
2024-03-08,1260054.1129739385,1146429.8167615244,1166956.7265738428,1186439.4884454887,1079424.4149497566,1158205.4923169208
2024-03-11,1258494.5375497441,1150216.6842847178,1169372.7447451684,1185364.1635324638,1089837.8410824444,1159610.3395070743
2024-03-12,1266904.8413674932,1157007.8620953867,1182723.5564588984,1190521.8543970268,1094492.6316742604,1166664.018363026
2024-03-13,1273981.8589761357,1157308.1546979258,1184025.541063608,1192257.432972161,1088482.1091224158,1167795.5839848355
2024-03-14,1265958.5980203252,1159221.7306943247,1189574.4915665986,1187944.6226408165,1088981.3132865485,1163678.1338993225
2024-03-15,1261747.7999398808,1153918.673054249,1180158.309840986,1182821.0718443077,1085420.3562475601,1157968.5470323537
2024-03-18,1273074.5361306767,1157187.4151883433,1182822.2512100905,1184086.219326226,1084762.7779304874,1160231.5614390478
2024-03-19,1279985.7821023564,1164998.6120114634,1193146.46379541,1194508.8374044579,1099167.7981593967,1169812.7735006376
2024-03-20,1296129.7815225224,1176789.0629163096,1206728.4676444395,1208792.021431176,1108934.0279470473,1181817.767578174
2024-03-21,1307198.5192849736,1179130.9763226816,1211772.6653180388,1221704.6650831383,1104284.2821955937,1189870.869493388
2024-03-22,1288344.1590402226,1172212.8509717295,1204584.0227559449,1211646.7655183952,1099040.7641776172,1180734.105095749
2024-03-25,1279886.5038278203,1167674.9599347422,1197585.7717753083,1207543.8528024834,1088128.331094651,1175880.9328914406
2024-03-26,1278954.0135324101,1167054.9186139414,1197773.903481546,1206236.2121126335,1087607.9316682485,1174944.3680980047
2024-03-27,1292044.5911843877,1177200.4635052988,1206637.5317125947,1221539.3311769646,1100143.128331524,1189233.9914134208
2024-03-28,1294940.7663400273,1179760.050800831,1207859.8689255007,1223798.2229883354,1096050.484865044,1190648.5360683766
2024-04-01,1292834.9321725469,1177693.1158948252,1205319.9072019213,1215722.1666528862,1079989.5648870764,1183454.536065105
2024-04-02,1289077.513547669,1163945.5737958262,1185063.4351103646,1201726.0801031273,1054739.4790533797,1171591.7325256942
2024-04-03,1291959.7676980596,1162984.9821057627,1184763.4631712777,1202368.5016176384,1053741.972241036,1170302.6707285412
2024-04-04,1268084.928403626,1147063.1595197031,1172287.4604857308,1184875.388996331,1044614.4819458239,1154445.4463859885
2024-04-05,1285802.79818512,1159428.8558774302,1184918.0826056344,1194424.029627053,1046354.6478903698,1163629.6465753112
2024-04-08,1284859.0882547002,1154629.8936505625,1185134.2541525704,1194196.6622450035,1047492.9797976166,1163293.50674114
2024-04-09,1283058.013334046,1156832.5426678965,1180732.2692435128,1192493.8199464958,1051742.979446942,1163020.4588466466
2024-04-10,1272126.567426453,1145223.7212872813,1169073.6835234505,1177496.740652291,1036649.9072395645,1150393.541815585
2024-04-11,1276689.5575082402,1145576.6561780283,1168932.3491118294,1175377.055975167,1040262.8681685079,1150320.7524111052
2024-04-12,1256238.124067078,1133017.5047650645,1158323.8357642037,1159997.3286325615,1037142.7956121453,1136088.262352175
2024-04-15,1236945.0312020879,1118660.249012501,1153105.3290732247,1155097.9529230278,1029371.10441996,1128666.6640183632
2024-04-16,1233372.5293557744,1124848.3181348154,1164676.5388243538,1159211.8761140984,1034945.2187484239,1130576.7140736384
2024-04-17,1231927.7507302861,1126223.2298779795,1156541.9470236641,1159346.60246679,1039042.1153976218,1129211.00725347
2024-04-18,1229961.5284097295,1126717.1293607065,1157965.9672797066,1160162.895315377,1044691.8746831832,1129871.1358815779
2024-04-19,1241269.213697205,1127475.5137067148,1170741.0544455391,1168186.9535619896,1048443.1415513663,1136182.783424766
2024-04-22,1252263.9421365361,1129191.194286854,1172839.8874457222,1177059.6155740898,1048096.9444178818,1143767.486106337
2024-04-23,1265838.594632874,1135493.75696233,1183587.2435400826,1186081.3221895378,1048582.6133445094,1151655.1469352855
2024-04-24,1266613.1775643926,1134333.9259686777,1185732.0800459725,1183473.7741701286,1049671.5765680908,1150375.8994398606
2024-04-25,1244157.3972146611,1122042.7071042368,1178145.036012922,1169042.6787225883,1054098.8769520333,1139155.9326636086
2024-04-26,1245625.0927484136,1127709.656498463,1184317.740352903,1175490.0913450401,1055274.7615924126,1143757.90547846
2024-04-29,1251681.767553101,1130220.052212269,1181738.8771899086,1182027.012125222,1058741.481375034,1148137.654461336
2024-04-30,1229759.290021668,1108874.9354367564,1159991.1860678536,1163270.3361169975,1046432.8842166695,1131083.7863295658
2024-05-01,1226379.813344727,1115684.5391278574,1163427.0232775551,1165937.5564329308,1043725.2247683929,1133696.96100147
2024-05-02,1231811.748601685,1126518.4306378672,1175055.7746491793,1177891.4518415611,1057203.5907896338,1143339.1619380815
2024-05-03,1234484.9536492925,1135797.4052701304,1185215.176050699,1193338.2069093864,1077757.6574938542,1156799.3599205883
2024-05-06,1245744.1086557012,1142791.8050122568,1198143.2027498127,1199037.8941785973,1076141.7143009878,1162081.2068039284
2024-05-07,1252149.1244104009,1142796.3002515147,1196143.2375779988,1198053.2995016258,1081309.1405156557,1163038.1012223714
2024-05-08,1258654.9351403813,1147107.8251004526,1201240.4999032856,1205188.9621737679,1082288.6511863703,1168186.5203369856
2024-05-09,1267334.9652764897,1153860.496227772,1210766.7796426655,1216873.7116358955,1093503.8275922253,1178097.9135495548
2024-05-10,1276101.0535104375,1159151.8891644785,1217606.0728257291,1220497.4990054825,1097651.5366474641,1181839.0318985838
2024-05-13,1277984.1997201543,1161891.5146451304,1212671.5996875989,1217194.5395976761,1096043.3644879982,1179406.4871132376
2024-05-14,1281555.9603936772,1164951.8315320322,1220529.6982647397,1222923.844470189,1097391.1050059735,1183193.0550262192
2024-05-15,1295100.620755921,1176963.8168073008,1228248.5624722403,1234103.9689246872,1111776.1355228522,1193658.3721017723
2024-05-16,1290081.9448678594,1177354.5380826304,1232342.8987950247,1234142.2440940598,1115022.2951924454,1192503.2054210466
2024-05-17,1296973.7028634648,1182118.1219601939,1235777.3424748343,1239002.73338391,1118246.9312115288,1196517.488501494
2024-05-20,1292773.397542725,1182717.5176968882,1231884.240494625,1235485.400006072,1109222.859426808,1190630.543181876
2024-05-21,1287955.099370728,1180680.184986622,1240887.321131603,1238514.9672401112,1113568.1271823428,1192611.1627400501
2024-05-22,1281072.4583642583,1180300.3812108347,1237303.122396366,1231054.1955459279,1106543.7996877725,1186570.8105374754
2024-05-23,1262782.4755761723,1160101.0508961985,1220884.0087012213,1209833.6887176197,1091197.575040726,1168451.8569944075
2024-05-24,1262620.1974465947,1155056.2698560068,1225330.1974629324,1210268.1965987843,1090150.7037654496,1168581.3123076719
2024-05-28,1254753.5324151616,1146335.1140866587,1219727.9401825827,1203776.1405952137,1085704.8336019232,1162098.849179653
2024-05-29,1243792.042844544,1132554.438931019,1206715.272751705,1189465.6202514332,1071227.2020263765,1149796.154616379
2024-05-30,1215084.1570413213,1108072.9201855967,1195358.020974056,1178150.6273086232,1073954.5224853263,1139924.0186107203
2024-05-31,1235547.9155938725,1126531.4383168528,1209895.8484705847,1197945.6568038624,1091933.02816465,1157117.6237051839
2024-06-03,1227590.0064981084,1128551.4954572031,1203719.0059346121,1195361.9140136403,1092815.2091216282,1153669.2986910292
2024-06-04,1227200.651738892,1133278.7703748057,1210605.9524868887,1199990.9951598805,1100751.1354487685,1157864.4453318857
2024-06-05,1228861.3085610967,1136572.1235127756,1214690.244064228,1204236.8376205128,1103360.0005061456,1160736.9979780202
2024-06-06,1232684.5632913213,1139667.084091694,1214126.2535742682,1204999.7098930043,1102433.9853566897,1163095.234478857
2024-06-07,1237516.3743875127,1138057.8417325327,1210343.1890820425,1200839.4462783497,1093675.408543634,1160487.551142443
2024-06-10,1236047.9058892827,1139098.2856908152,1215348.1863173407,1203254.3164146107,1094232.3486831258,1162552.8774714805
2024-06-11,1224042.5002801518,1143239.8286786387,1212457.5417660635,1194427.7259147328,1117214.8460047154,1158945.1868911772
2024-06-12,1213524.633771668,1141177.2566647837,1217299.5946930808,1194704.8591201466,1128036.7974459047,1157892.0188462634
2024-06-13,1208365.0422723393,1138902.4352231333,1218497.266186611,1191429.149513976,1134337.3442091574,1155944.5809748827
2024-06-14,1207681.4111306767,1135969.2659573862,1220000.4305428427,1189310.5980537098,1131458.1397246106,1154211.5388614803
2024-06-17,1214427.2796304326,1138240.2340817759,1229458.6307820242,1196152.2382400197,1136802.9577737483,1159862.82410271
2024-06-18,1221446.289731751,1135425.1923032114,1225828.2456997794,1198276.9430701893,1131340.9138321602,1161560.4646277379
2024-06-20,1237090.694936524,1145127.1897321055,1229327.5084771079,1207928.2089164418,1129613.9583090588,1170530.6195698578
2024-06-21,1239342.0322244267,1147389.4077611277,1229026.839155094,1206787.5548408192,1129257.8089925852,1170996.2147172932
2024-06-24,1241847.1947381597,1151508.6811108897,1234802.7409390372,1218083.0902221364,1134003.8685518373,1178799.2856123038
2024-06-25,1235253.8095071416,1146133.595646412,1231400.2312363547,1208170.7789962452,1120653.3350750194,1169854.6011199052
2024-06-26,1233502.2228524785,1148377.396656544,1231980.9384259146,1206810.4383552235,1129493.9707127265,1170322.4161689219
2024-06-27,1238238.529271851,1151152.1635480234,1230536.108437435,1207136.3365638417,1130082.3986521666,1171406.896509824
2024-06-28,1232758.2078073125,1154456.6412358591,1234866.9966887396,1209643.1563346547,1135431.8536867732,1170054.9764468442
2024-07-01,1231408.3203790288,1156017.1101003,1242144.4484785956,1212526.5236709279,1130055.2223609588,1171570.2345314336
2024-07-02,1239007.591268311,1160513.9442906687,1251041.6814917487,1215632.0581672352,1137224.2409064171,1176425.6266373235
2024-07-03,1243501.7562234502,1160368.7051396677,1249053.088493244,1215448.357765929,1134564.5697550704,1175712.2203712657
2024-07-05,1243496.8563592534,1165559.8578992197,1254975.6449803275,1216186.3116195363,1144824.3097981573,1177742.261948854
2024-07-08,1235182.5411355596,1161401.9651952097,1255142.171596424,1215538.5450675648,1147982.4611889943,1176812.5905340125
2024-07-09,1231276.4289682012,1155954.6608167002,1253466.8497513693,1214512.495091216,1148319.3960710242,1175232.7216297162
2024-07-10,1237137.191053162,1167758.4628796885,1269253.7572239798,1228840.2354362172,1167215.403111002,1188075.9038095614
2024-07-11,1238750.5177743535,1164536.0202336619,1259082.574153797,1231468.879376189,1168461.4033717487,1189044.7155943878
2024-07-12,1246254.221372376,1172081.1770634959,1263873.3669547003,1238890.131455199,1180144.0621458846,1196436.9878599423
2024-07-15,1259235.025266419,1177237.6084027598,1274905.947613613,1246896.522320525,1187079.209467839,1202742.6767199389
2024-07-16,1282269.8352487187,1199882.5104718516,1297426.8272961539,1274183.1773154896,1215793.7584661208,1224958.8675604379
2024-07-17,1285368.1015298467,1207580.9153600046,1304830.9246672553,1280902.7647788685,1226070.7534846636,1232244.9350608687
2024-07-18,1271317.9437844853,1193202.6541638682,1291167.928505161,1262927.1267020863,1208025.4787578764,1216301.0177197217
2024-07-19,1254914.54427887,1186430.4575200388,1271373.230815151,1251186.8057181996,1205524.6347896745,1205010.2477667206
2024-07-22,1267313.092832337,1188374.0599980662,1276827.0764057424,1256591.6024596852,1202712.4189144797,1208836.0728866127
2024-07-23,1264482.4024484258,1185676.8916058848,1280654.0374052313,1257495.1775138539,1196887.3985995078,1207120.673148935
2024-07-24,1237506.212400208,1169040.0119443247,1257981.1889555242,1240962.6097762745,1181626.770310479,1192039.362827491
2024-07-25,1239815.9763162236,1174710.4789967844,1248843.3629028585,1246469.2109267872,1179948.8286526806,1194468.0519943011
2024-07-26,1276910.1120889287,1203548.2308774302,1270600.286779621,1268687.1752329157,1191552.687877649,1214037.4191284012
2024-07-29,1269666.6621453862,1198645.9774365732,1272103.3713724401,1265035.866492277,1196357.2570200108,1212559.548859917
2024-07-30,1277013.0599343877,1199686.8679471323,1282805.7161619451,1275483.943109123,1202530.4245644696,1218643.2475617887
2024-07-31,1283413.2741372685,1200800.6412816355,1277827.9159214285,1278726.4872623365,1208650.8006831382,1221618.1493545112
2024-08-01,1260515.321775208,1186062.3273625681,1265289.1796428945,1258971.2791210096,1198362.2221047427,1206817.948675408
2024-08-02,1223688.6062066655,1179469.6812177012,1246515.7065183904,1235617.1169277113,1209413.9405141203,1188551.546932575
2024-08-05,1195785.2519509892,1147888.1053319285,1208181.1052728994,1204996.9796716287,1170932.4474755272,1157624.5791241857
2024-08-06,1210846.216771851,1150943.8932805369,1218116.2897754228,1216634.9406358316,1170911.8097338413,1166429.8771646668
2024-08-07,1206702.7803704839,1147351.3643155405,1214385.7799971302,1207930.872755201,1163652.6727718003,1159424.5687958016
2024-08-08,1233678.5832269292,1164950.094830067,1228348.034554341,1231869.3825894906,1176521.0516732347,1179854.4398849483
2024-08-09,1239490.406339417,1166633.2669759104,1233572.2249659088,1234029.7912370279,1176128.4857377196,1181381.3816620705
2024-08-12,1234559.4461038213,1165149.9005132029,1233919.7850950744,1228220.2383309915,1181500.516713587,1177178.1732733664
2024-08-13,1246739.972860108,1177745.713402302,1249694.7238367584,1242641.4094125344,1195124.6731898875,1189400.367195089
2024-08-14,1252829.6465203862,1181689.5016560862,1262638.295142987,1251266.9370347573,1203573.7013975694,1196661.081082723
2024-08-15,1278667.1878564458,1199286.7265248606,1277418.641803601,1267543.7614747598,1220019.5850811135,1213251.3402947888
2024-08-16,1283124.7160394292,1200065.1428914377,1278211.0569532898,1271769.1064149453,1224365.1997264652,1216143.7552182293
2024-08-19,1288813.5290505986,1203890.439926655,1285666.4346064117,1279690.312416227,1230245.326510258,1223225.591773185
2024-08-20,1286493.5748803716,1202494.9559140513,1286242.335707524,1274044.9578725412,1235714.9827244687,1221384.2418300027
2024-08-21,1284046.7739236455,1204049.55390218,1279226.738447049,1274550.3886720254,1239106.2180206599,1223044.8450497014
2024-08-22,1281174.0090692143,1198487.438892872,1272952.2578838852,1269479.5568639352,1233096.4388051012,1217729.5828057174
2024-08-23,1296752.874662171,1210413.406334431,1284798.163566449,1286145.194309385,1246930.4925128273,1231556.9992445325
2024-08-26,1305332.3504846196,1213483.246227772,1286248.3961075332,1287571.5039655282,1247868.1421722868,1233514.368254566
2024-08-27,1309892.8582589726,1213181.8020787546,1288208.364591458,1288010.8890229776,1249698.575317318,1233812.8865987812
2024-08-28,1302355.6736581426,1207236.2993626902,1286348.60568414,1282586.5708009317,1246414.3556507071,1229054.8196516903
2024-08-29,1313024.9676873784,1215107.8553777048,1296571.369563916,1290944.4703828408,1252648.1465542172,1236341.8218475236
2024-08-30,1318735.2777078252,1220505.3951726267,1301566.350252011,1297586.5192491128,1253944.1140156016,1243162.1773635934
2024-09-03,1292528.1692864995,1203598.9678464243,1288235.711483815,1271557.261137159,1245756.7849937272,1224433.9192549356
2024-09-04,1288768.9001290898,1204598.9153981516,1290609.1083143738,1274919.8551675393,1247315.8346788588,1225571.6772337877
2024-09-05,1279464.2223565679,1197045.511261494,1285621.6192930725,1266196.9626618936,1242367.0697703362,1219014.7889843343
2024-09-06,1260414.3545053105,1187410.8322224924,1272262.35143266,1252192.3188363626,1239344.0890417325,1206741.4204893177
