date,ddpg,td3,ppo,sac,mean var,dji
2023-12-18,1107919.9653377593,1138370.0061826364,1141225.827792574,1113241.8249292758,1102575.6236607707,1115832.478281768
2023-12-19,1116895.916168219,1141652.5721578256,1147763.1819172136,1120103.5022745517,1104594.6592273307,1123366.9410854476
2023-12-20,1102014.1133499206,1128512.3310079232,1135356.7440331841,1104231.2890940097,1092117.452273249,1109131.9974510856
2023-12-21,1111320.426054007,1138096.1540593759,1143273.2012441254,1115093.5860681918,1097033.22108024,1118773.6142030705
2023-12-22,1110476.891664511,1139848.4956044808,1143943.3630046044,1114882.051142792,1096815.018035186,1118223.779632473
2023-12-26,1114951.557214743,1143406.1967420236,1149746.2812176151,1117902.2176877519,1096810.1069893893,1122990.2588381877
2023-12-27,1119714.5339069427,1144538.4882268563,1152435.3398956014,1122558.2163270342,1099541.1963517005,1126316.0219176724
2023-12-28,1121446.1968078674,1145623.7795819894,1153823.47590555,1127124.9243886874,1101587.4084409259,1127918.674022408
2023-12-29,1120433.5441150726,1144596.65589806,1154180.8676469899,1127593.6060140536,1100728.08939423,1127303.644447477
2024-01-02,1127568.9550914825,1137787.680205311,1153897.508265093,1139622.3218419955,1098716.0805427786,1128066.3558960236
2024-01-03,1120211.2645626129,1130153.049220051,1141286.7010752049,1135347.4347722933,1092984.6622175274,1119546.4904641206
2024-01-04,1121866.624458319,1128132.9858541146,1142882.4092067624,1137837.660419266,1090701.8392086748,1119850.032796125
2024-01-05,1123195.5784015716,1127585.7398290292,1145155.6097303142,1136527.0849340365,1086360.345389584,1120620.805992519
2024-01-08,1133980.5331287445,1145070.8502835885,1147385.4561740323,1139724.0351980135,1098903.0882749178,1127108.4099452526
2024-01-09,1128985.115518576,1144210.5150670663,1143561.9070344944,1134907.0433767245,1098500.1263672125,1122387.029792715
2024-01-10,1132651.9233226837,1157089.4194516793,1155023.5270933628,1134818.3739355013,1109160.7134850742,1127488.8309741232
2024-01-11,1134558.3998355926,1160808.2713651315,1151911.9705527516,1132460.4672582552,1109185.3697045397,1127946.1306998602
2024-01-12,1128876.4712257446,1164761.979159321,1145550.9782599506,1124055.1955602572,1099336.2544155454,1124415.552490274
2024-01-16,1126788.0621089996,1162400.4074887887,1137427.9880633373,1115934.8968542025,1095644.0125202169,1117480.5799504565
2024-01-17,1121684.5876293243,1160828.8516988412,1135836.5166367742,1117214.6164358065,1095658.982911437,1114655.5799329309
2024-01-18,1123941.6307888092,1171417.8300580636,1144147.337525202,1118607.9027669833,1103936.2627947167,1120695.5816247298
2024-01-19,1134183.1581192077,1187337.8939542428,1158603.7752664625,1123394.3642843172,1107384.1622054477,1132515.856523321
2024-01-22,1140122.186700827,1185191.2670163766,1156755.961980158,1130829.2355611727,1111661.7020029842,1136643.7050951882
2024-01-23,1134657.1413002075,1184686.9640073434,1151640.6656691686,1122630.9137380526,1112158.7716365396,1133761.571821177
2024-01-24,1128956.7131118835,1182268.0179242746,1147698.105690363,1117633.6358755038,1106564.848672187,1130798.7042317633
2024-01-25,1137179.4872150482,1195586.2856053964,1144666.920208006,1110832.3557241366,1098035.6301526907,1138059.0676086214
2024-01-26,1139054.525762564,1188797.9289655343,1143017.961595934,1112663.3018987582,1101563.2742347608,1139862.6792249226
2024-01-29,1146565.3692760528,1197458.1331243173,1147952.267275446,1118467.464664261,1103646.867026452,1146563.160055605
2024-01-30,1152385.9400863708,1198595.2958364144,1151957.6491640587,1122808.0249669955,1100662.559542186,1150566.927812773
2024-01-31,1143222.0130405487,1181304.7243642465,1149104.2664436684,1123130.1362951205,1094682.7714626566,1141085.1439746378
2024-02-01,1154797.2615852416,1198703.4479360238,1164792.7594935247,1130490.523738663,1106817.903918683,1152138.150784595
2024-02-02,1159944.8047714294,1197533.7445516244,1163187.7117922688,1130827.5754430697,1105695.9284310215,1156163.5333729486
2024-02-05,1154411.5476608337,1188206.790209736,1148065.7170403653,1116400.3143575594,1097295.328899505,1147959.1276394338
2024-02-06,1159552.5604305328,1190499.247076954,1150141.8608553982,1121958.5956533358,1104555.201857606,1152183.600348548
2024-02-07,1160444.0016613067,1201195.5006398812,1157294.8780095882,1121356.0876043246,1114512.4175247299,1156849.5997984796
2024-02-08,1163707.448955542,1203079.9091138497,1157706.8165708848,1120955.1464422152,1115177.335639951,1158314.267494402
2024-02-09,1158574.411682135,1205100.9610585824,1153168.218072201,1117386.7279928133,1113697.1207010264,1156680.0694198275
2024-02-12,1166357.3558998168,1201668.5717878,1156826.3449375574,1124317.745853226,1112387.3654391814,1160439.4143292075
2024-02-13,1149517.6557941497,1186268.2520513192,1143620.2637241592,1111038.039577286,1101780.8993162664,1144747.6310729205
2024-02-14,1154945.1965332092,1192999.0630216256,1146592.3898077297,1111413.592136185,1101931.564417846,1149279.6185695
2024-02-15,1166555.316778189,1200904.2168531076,1158690.4450601866,1123893.1216390536,1108213.7656690972,1159713.8570229157
2024-02-16,1162312.3469810546,1198162.3809575692,1155507.7673909036,1118684.6631582186,1107064.2843027785,1155372.8978992489
2024-02-20,1161944.9204940856,1194913.0255269662,1153163.2684642868,1118345.0503576205,1107683.6449657965,1153453.0335422454
2024-02-21,1164692.4052677215,1195262.4563474313,1156905.146722439,1122053.9888647005,1110223.4938537837,1154901.811416323
2024-02-22,1176377.7912826599,1215853.9851522103,1170752.1169453354,1132265.5418508456,1124247.8116503318,1168566.9413658564
2024-02-23,1179034.4716033996,1217294.8810300485,1173752.097317318,1136954.4091680453,1123373.415515819,1170433.9954326109
2024-02-26,1178798.5946331085,1216547.4860906259,1171029.0818431436,1133071.5067861483,1121181.4589751565,1168570.5633105417
2024-02-27,1175587.7823143066,1216527.9817685739,1167604.2208354492,1123543.379810135,1117198.1009001862,1165674.6432793415
2024-02-28,1173733.8654213012,1218958.648035969,1170663.9518522911,1122144.056110184,1109234.967612357,1164975.0237704723
2024-02-29,1173975.1846199096,1224552.2867459909,1168113.31691346,1114008.0505178377,1105175.6008837626,1166391.9051639352
2024-03-01,1177763.2498951019,1232167.413229908,1169310.110764183,1113654.013530533,1104033.076517717,1169113.3876656191
2024-03-04,1176427.9022541107,1227018.270968403,1164166.9800249864,1108276.3662603304,1090073.7504590729,1166195.6191293828
2024-03-05,1165629.9371795715,1208906.3861570016,1159998.4751067543,1102703.5811040804,1076869.6045462615,1154092.832545346
2024-03-06,1168093.487274176,1214711.6687192575,1162323.864263008,1101334.027896683,1077309.0859739822,1156361.8056352318
2024-03-07,1169158.299642569,1215581.5375165597,1161306.5007771607,1100998.0826299593,1078619.3651097312,1160259.1349534253
2024-03-08,1168370.7020378173,1215652.407347645,1159058.745180111,1102269.765598099,1079424.423352751,1158205.4923169208
2024-03-11,1174625.4709396423,1217194.5416059152,1160726.82478397,1110154.6262929842,1089837.8459801045,1159610.3395070743
2024-03-12,1180355.3030166687,1228836.5519208566,1163898.243862976,1114598.5623662875,1094492.6199432933,1166664.018363026
2024-03-13,1186456.0604400695,1221696.0901784555,1160119.9352824592,1111562.7801626131,1088482.1016479302,1167795.5839848355
2024-03-14,1179260.0603160919,1220056.1572370187,1154516.1684645272,1105166.7734411166,1088981.2795419164,1163678.1338993225
2024-03-15,1176172.6540565551,1206073.43891045,1150493.3078165494,1100867.2625692294,1085420.3376928142,1157968.5470323537
2024-03-18,1179211.1791362823,1209409.883002247,1150316.382958952,1097974.8629339144,1084762.725366295,1160231.5614390478
2024-03-19,1188120.0633029998,1219822.4264096871,1163950.0725129147,1106640.8641241,1099167.7866404876,1169812.7735006376
2024-03-20,1199664.4133091033,1230001.2644757882,1175324.475533722,1116641.6372030184,1108934.060704926,1181817.767578174
2024-03-21,1215621.2210140289,1233586.3151311532,1185779.0935491906,1125738.0817983553,1104284.2325372917,1189870.869493388
2024-03-22,1203748.1770000518,1226993.9075765267,1174603.8868177624,1115147.1520498202,1099040.7743448894,1180734.105095749
2024-03-25,1200155.3484344543,1215660.077620472,1165304.0475854396,1112210.235797684,1088128.3053202191,1175880.9328914406
2024-03-26,1201191.3290901245,1213109.7318982736,1161609.3435520611,1114273.1966512606,1087607.8088890149,1174944.3680980047
2024-03-27,1216962.709590918,1223486.7737569467,1175498.349868208,1126794.7214162752,1100143.1341033662,1189233.9914134208
2024-03-28,1219263.0202846588,1221642.983694996,1175594.8983833753,1129031.2560308382,1096050.4655573717,1190648.5360683766
2024-04-01,1209308.083141333,1212470.2676343576,1160360.8322482836,1123739.0668981478,1079989.5112465192,1183454.536065105
2024-04-02,1193293.1185951293,1206348.0330915109,1145538.2160169373,1102349.5738180086,1054739.5050821153,1171591.7325256942
2024-04-03,1193893.1679496826,1198132.6928205148,1140806.1350474968,1097890.0232732699,1053741.9742172956,1170302.6707285412
2024-04-04,1177815.622127539,1181921.8314733163,1126661.051813408,1080625.497981827,1044614.4789683998,1154445.4463859885
2024-04-05,1187196.067281729,1189528.1024922982,1128661.8327903214,1083169.7618139193,1046354.6080550293,1163629.6465753112
2024-04-08,1186827.0915756286,1189791.2136754647,1130736.318404274,1084305.6832082674,1047492.9729286045,1163293.50674114
2024-04-09,1188478.036348349,1193340.0510015145,1129531.6267366868,1086829.5750616,1051742.9459933613,1163020.4588466466
2024-04-10,1174588.5097122253,1179236.0320233956,1114876.0467032243,1070755.1861226961,1036649.8962643283,1150393.541815585
2024-04-11,1169551.8347835601,1181754.359236683,1110745.4617495956,1066872.9566076205,1040262.8490299017,1150320.7524111052
2024-04-12,1152075.962387091,1170187.8650121347,1101096.7691119919,1056603.2246129916,1037142.8050225795,1136088.262352175
2024-04-15,1149644.3885116638,1149566.3929967538,1093995.1146958543,1061142.938052933,1029371.0838332858,1128666.6640183632
2024-04-16,1153383.5207367004,1147273.2688817636,1096329.195700184,1067153.6668279574,1034945.2218973228,1130576.7140736384
2024-04-17,1152639.0438118041,1147046.3733701364,1097705.9913073923,1077251.913959305,1039042.0891645808,1129211.00725347
2024-04-18,1156752.6687870086,1141822.9572057382,1101969.0791444092,1083816.7032888338,1044691.8401910882,1129871.1358815779
2024-04-19,1165017.7900333465,1141538.0184430734,1107674.6858860531,1094911.3939321444,1048443.1121880594,1136182.783424766
2024-04-22,1173609.0134315551,1150070.6804914132,1111446.5013568136,1102586.9045522616,1048096.9393133121,1143767.486106337
2024-04-23,1179859.4947357238,1158212.2549848214,1117061.4250196058,1107149.7186773226,1048582.5882679527,1151655.1469352855
2024-04-24,1179446.8363380493,1158164.0410337106,1110884.0407488956,1105124.1946599886,1049671.5412791378,1150375.8994398606
2024-04-25,1171434.99377442,1145317.327948536,1104743.4957098027,1102618.6950948641,1054098.8947640827,1139155.9326636086
2024-04-26,1176949.5623169006,1145184.7404698983,1106280.9360918065,1105178.5217168734,1055274.7522662813,1143757.90547846
2024-04-29,1180813.748861319,1146450.4537343637,1110812.0723241826,1108531.5452077792,1058741.5704310373,1148137.654461336
2024-04-30,1166085.7450618804,1130822.172644581,1100604.7889621526,1098531.3839986727,1046432.8201927196,1131083.7863295658
2024-05-01,1164408.7163677276,1135201.5342054025,1101561.5654685765,1107559.8164861605,1043725.199596204,1133696.96100147
2024-05-02,1175495.739631659,1140357.649558033,1108893.0082652837,1115045.3276632235,1057203.581056527,1143339.1619380815
2024-05-03,1190727.672826773,1152339.9881353036,1120581.458683756,1131249.2570455477,1077757.6395377938,1156799.3599205883
2024-05-06,1194980.7992134155,1157239.1975164071,1120642.4781950493,1130860.2823522494,1076141.7508294485,1162081.2068039284
2024-05-07,1196630.0446052612,1158173.3088445321,1121790.2534453964,1132739.7628591463,1081309.1056243856,1163038.1012223714
2024-05-08,1201693.5259018005,1159984.899535145,1125425.9345716343,1140949.061816971,1082288.6713328236,1168186.5203369856
2024-05-09,1214545.300014502,1164396.8080243722,1137440.3308297254,1151679.3064916537,1093503.782507226,1178097.9135495548
2024-05-10,1216680.32454682,1170216.3501195565,1145238.5488491212,1157062.8042028353,1097651.532026845,1181839.0318985838
2024-05-13,1215088.799703604,1168005.4033040658,1137007.923776081,1154371.2672079012,1096043.2690898813,1179406.4871132376
2024-05-14,1219213.1120071472,1168014.801108326,1137843.357513031,1159155.3456075594,1097391.102219056,1183193.0550262192
2024-05-15,1231926.4991817535,1187608.1057614938,1150232.0570031835,1171304.0591695711,1111776.1939430195,1193658.3721017723
2024-05-16,1233358.223608023,1183410.4280156747,1148019.9794474184,1175263.7833288119,1115022.288030696,1192503.2054210466
2024-05-17,1239149.461473471,1183845.1807393685,1150530.4964077913,1178092.3659322665,1118246.9479996648,1196517.488501494
2024-05-20,1229747.730375296,1179364.7041768685,1141152.8405451356,1168728.1612584994,1109222.835272666,1190630.543181876
2024-05-21,1234037.3557815612,1178895.6765317575,1135643.9535795727,1172201.4758947298,1113568.102612394,1192611.1627400501
2024-05-22,1224895.9992208541,1177701.746081318,1128782.5377995567,1165935.4511907503,1106543.7950650372,1186570.8105374754
2024-05-23,1210530.8302469314,1159104.258921589,1107936.7264063472,1147343.7843435213,1091197.5254623243,1168451.8569944075
2024-05-24,1208516.0136356414,1155686.3349637643,1105993.8303779108,1143467.6039770052,1090150.7103643804,1168581.3123076719
2024-05-28,1201220.8340892852,1148069.784689869,1098306.1254367486,1131727.4944188998,1085704.8252814487,1162098.849179653
2024-05-29,1187472.1359481872,1141953.6597814218,1082252.6346721307,1115527.8156392977,1071227.1705848896,1149796.154616379
2024-05-30,1174617.1965560974,1114957.5943135873,1093318.1723537103,1118710.6186178133,1073954.5226438162,1139924.0186107203
2024-05-31,1196810.267268187,1133996.8511876718,1112510.177119507,1138408.1914480135,1091932.9908512137,1157117.6237051839
2024-06-03,1191198.3381481231,1133293.2637891427,1108888.72978405,1141258.2775915072,1092815.17932186,1153669.2986910292
2024-06-04,1193644.154941565,1138019.4514150277,1115715.5556774521,1148222.3186300204,1100751.10841571,1157864.4453318857
2024-06-05,1194962.4902906478,1142233.0070294992,1115995.0312738686,1147879.3891942904,1103359.9712943116,1160736.9979780202
2024-06-06,1196051.3005285324,1148750.4223775521,1118971.074991335,1146809.2302587435,1102433.9866739484,1163095.234478857
2024-06-07,1190583.750612265,1146328.4970922128,1111290.1352389718,1140238.483630936,1093675.3861761426,1160487.551142443
2024-06-10,1195014.5073633255,1146816.9983052865,1111872.5343026123,1138560.6356237337,1094232.3654960466,1162552.8774714805
2024-06-11,1186753.7916297973,1155872.076563801,1111043.7212074872,1130110.1486547396,1117214.7917389963,1158945.1868911772
2024-06-12,1184370.4591674865,1158767.6740903512,1111872.8305987855,1126417.5274770663,1128036.773450059,1157892.0188462634
2024-06-13,1182894.3326625885,1158051.0683774606,1113920.8047166977,1125482.1123998568,1134337.3150137519,1155944.5809748827
2024-06-14,1181909.2051582397,1158682.2726621286,1109785.0384780942,1124451.5051229403,1131458.1358853173,1154211.5388614803
2024-06-17,1186221.10412789,1164227.245097126,1112848.0053686353,1127578.9684789584,1136802.9482441796,1159862.82410271
2024-06-18,1192236.5959034027,1165600.8544149057,1114399.8662496204,1127657.2396581576,1131340.9037629196,1161560.4646277379
2024-06-20,1202720.1168956817,1174260.5093946115,1122552.8085937481,1137131.7250402377,1129613.8994003003,1170530.6195698578
2024-06-21,1199953.0119600357,1181139.6789617196,1127300.5642222902,1135334.6297338412,1129257.8057392847,1170996.2147172932
2024-06-24,1212150.2721557678,1179333.1764592782,1131808.68432708,1151547.958164017,1134003.8789461534,1178799.2856123038
2024-06-25,1200686.754901892,1170175.3241796151,1113803.3821477434,1140932.1460760043,1120653.3363917742,1169854.6011199052
2024-06-26,1197579.054693228,1174079.485232319,1115619.3839311143,1137346.66276149,1129493.949146742,1170322.4161689219
2024-06-27,1196957.3359851898,1174840.7416562692,1114261.2800321123,1131419.4031713412,1130082.4119441803,1171406.896509824
2024-06-28,1200623.810500151,1169417.6467771188,1114427.2367133638,1136996.5147436068,1135431.8394056826,1170054.9764468442
2024-07-01,1197566.5319833816,1171478.1456823007,1101441.7341613313,1134342.9498174593,1130055.2352257222,1171570.2345314336
2024-07-02,1200613.032591859,1175530.9511937753,1101726.114784195,1137982.94716243,1137224.1962423553,1176425.6266373235
2024-07-03,1200010.7288713849,1178138.6629705087,1101135.8722533723,1135388.6927831576,1134564.5334014902,1175712.2203712657
2024-07-05,1199837.5345182812,1187781.3219213143,1103229.7022332689,1135697.0119741366,1144824.283382984,1177742.261948854
2024-07-08,1199832.7429590619,1184979.7406301156,1103514.3222350618,1131684.1154363558,1147982.480088725,1176812.5905340125
2024-07-09,1201829.7579737103,1178236.8704557077,1098068.951949074,1137994.148914139,1148319.3894548058,1175232.7216297162
2024-07-10,1215951.6784868634,1191493.9014157907,1112133.9274377367,1152033.588367264,1167215.3525244715,1188075.9038095614
2024-07-11,1221901.9206743634,1190527.8504247323,1125852.7909049531,1158194.0756185458,1168461.4796616086,1189044.7155943878
2024-07-12,1230843.6460504925,1199963.4705876962,1135859.5688323518,1165815.625728409,1180144.0163630717,1196436.9878599423
2024-07-15,1240723.2426348126,1199437.4286832467,1134814.524805977,1171684.04481868,1187079.1699259263,1202742.6767199389
2024-07-16,1268840.9918909466,1210692.3530263558,1164181.5759400865,1201554.7122762606,1215793.6941003022,1224958.8675604379
2024-07-17,1281120.2607775128,1214628.4479245797,1178411.7450791837,1222359.108768265,1226070.7262251838,1232244.9350608687
2024-07-18,1262685.9702806866,1201314.449091877,1165043.3829752675,1203401.6091192171,1208025.4551329236,1216301.0177197217
2024-07-19,1252456.4218149579,1194420.6776151315,1153410.9764054432,1198627.0752981112,1205524.6105201093,1205010.2477667206
2024-07-22,1254533.9177828229,1201611.6512899057,1155190.1189034595,1200961.8006246493,1202712.4321496966,1208836.0728866127
2024-07-23,1250972.7017603314,1195377.6864347116,1146449.0376694812,1196048.0237920687,1196887.4455148652,1207120.673148935
2024-07-24,1242923.3117037213,1177731.536303486,1130149.9957535877,1191862.2047307894,1181626.823427616,1192039.362827491
2024-07-25,1250336.1836672223,1182566.5094823495,1133960.4484017505,1196753.250766556,1179948.8263196733,1194468.0519943011
2024-07-26,1273519.6101236737,1196306.1326894418,1158315.765532793,1221731.3518484042,1191552.688365803,1214037.4191284012
2024-07-29,1267348.3762121594,1200859.1474904672,1165679.76248485,1219094.928500931,1196357.2534500794,1212559.548859917
2024-07-30,1274386.6872644818,1197122.3340062753,1174646.0274117603,1237974.8625295565,1202530.406301115,1218643.2475617887
2024-07-31,1275813.8651552594,1196829.2183255807,1180467.8935235157,1237733.6281392977,1208650.80502646,1221618.1493545112
2024-08-01,1259719.752862016,1191106.9820584909,1168688.4751079197,1233649.3817861483,1198362.1925230639,1206817.948675408
2024-08-02,1237747.3571691907,1187415.9983281747,1172508.9532191867,1228233.2203252718,1209413.972041374,1188551.546932575
2024-08-05,1209100.3828440106,1155005.8630214026,1143977.5538356418,1195479.011516373,1170932.463066712,1157624.5791241857
2024-08-06,1221149.650877992,1158596.719613581,1151830.4436991387,1202270.1093786166,1170911.7198598946,1166429.8771646668
2024-08-07,1211885.0115652478,1154548.2675566962,1136416.0745692712,1191535.3709752962,1163652.6119196643,1159424.5687958016
2024-08-08,1234774.8136587536,1173349.9705138495,1153455.6316930123,1210407.737811844,1176521.0051055956,1179854.4398849483
2024-08-09,1236159.1056299603,1176523.4213404944,1149043.984583027,1207367.6010091708,1176128.477925045,1181381.3816620705
2024-08-12,1230931.2130022442,1172304.0108065894,1145310.1291104623,1205443.9466512606,1181500.5298653021,1177178.1732733664
2024-08-13,1243551.0425062573,1182304.1002021125,1155945.3683110543,1216268.685344498,1195124.611781641,1189400.367195089
2024-08-14,1252387.0965834057,1188347.3161902716,1163477.9408932992,1223773.204623978,1203573.6931436304,1196661.081082723
2024-08-15,1271207.1251554883,1204350.6983771613,1178755.8339062997,1234372.7815435336,1220019.5206963313,1213251.3402947888
2024-08-16,1275547.5844107068,1208048.1745314887,1184223.9647008248,1238905.5571020052,1224365.165392114,1216143.7552182293
2024-08-19,1282607.7917833722,1216588.8384127906,1194820.8381444283,1247044.79582576,1230245.3227257808,1223225.591773185
2024-08-20,1280447.8164930737,1220278.9011740973,1195244.2781468697,1243312.8348195956,1235714.97729983,1221384.2418300027
2024-08-21,1282536.0687418377,1225338.8532557776,1201955.639520771,1245361.2292974398,1239106.2064829262,1223044.8450497014
2024-08-22,1279555.013892213,1216325.3166442206,1195953.1520291634,1244146.397655289,1233096.4207460997,1217729.5828057174
2024-08-23,1297868.3253336346,1227211.6684413245,1209597.1360989877,1258248.8919942782,1246930.4641407286,1231556.9992445325
2024-08-26,1300859.8915129101,1227785.601544886,1209985.477197773,1259657.1964910433,1247868.1109784083,1233514.368254566
2024-08-27,1299879.1366587079,1228774.1436915686,1211229.0105191537,1260771.6156576083,1249698.5392678624,1233812.8865987812
2024-08-28,1295086.7535639203,1222328.2948603919,1207164.2082310983,1258893.9805639193,1246414.279773846,1229054.8196516903
2024-08-29,1302002.8015928662,1226222.3729987433,1211674.3819600411,1268821.2867467806,1252648.0801415364,1236341.8218475236
2024-08-30,1309095.8512430585,1232268.7565379431,1218457.4655782052,1275085.6759832308,1253944.1142435,1243162.1773635934
2024-09-03,1288681.911826173,1222178.7628569892,1208614.5572110482,1262155.5732686922,1245756.7658855938,1224433.9192549356
2024-09-04,1290387.2660570538,1223871.588847666,1213355.693277485,1268987.230190079,1247315.7583179162,1225571.6772337877
2024-09-05,1280825.1448812878,1218962.462152033,1205158.1499005624,1256622.347125809,1242367.0185258472,1219014.7889843343
